OTU	Sample	Abundance	Plant.Name	Treatment	Shoot_mass_g	Pod_mass_g	N_pods	Root_mass_g	Kingdom	Phylum	Class	Order	Family	Genus
OTU_223	C3	4.69E-05	C3	Control	5.42	2.37	6	3.63	Fungi	Rozellomycota	Incertae_sedis	Gs11		Other
OTU_223	D2	4.69E-05	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Rozellomycota	Incertae_sedis	Gs11		Other
OTU_224	D2	4.69E-05	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Other
OTU_227	D3	4.69E-05	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes	Microascales		Other
OTU_227	C6	4.69E-05	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Sordariomycetes	Microascales		Other
OTU_227	N4	4.69E-05	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes	Microascales		Other
OTU_231	N6	4.69E-05	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Other
OTU_232	C5	4.69E-05	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Other
OTU_232	C2	4.69E-05	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Other
OTU_234	N4	4.69E-05	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Basidiomycota	Tremellomycetes	Tremellales		Other
OTU_234	C5	4.69E-05	C5	Control	3.29	2.21	7	4.79	Fungi	Basidiomycota	Tremellomycetes	Tremellales		Other
OTU_236	N5	4.69E-05	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_236	N4	4.69E-05	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_241	N4	4.69E-05	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_242	C6	4.69E-05	C6	Control	5.33	2.48	6	3.52	Fungi	Basidiomycota	Agaricomycetes	Auriculariales		Other
OTU_244	C4	4.69E-05	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Other
OTU_249	N4	4.69E-05	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ischnodermataceae	Other
OTU_249	C1	4.69E-05	C1	Control	3.5	3.78	7	3.22	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ischnodermataceae	Other
OTU_251	D2	4.69E-05	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Other
OTU_251	D1	4.69E-05	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Other
OTU_251	N4	4.69E-05	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Other
OTU_259	D3	4.69E-05	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Other
OTU_259	N1	4.69E-05	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Other
OTU_264	N2	4.69E-05	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Other
OTU_269	N6	4.69E-05	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Other
OTU_282	C6	4.69E-05	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_301	N2	4.69E-05	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_34	D3	4.69E-05	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	N5	4.69E-05	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_46	N5	4.69E-05	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	N4	4.69E-05	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_48	D5	4.69E-05	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Chytridiomycota				Other
OTU_51	D1	4.69E-05	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Other
OTU_65	D3	4.69E-05	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_65	D4	4.69E-05	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_65	D1	4.69E-05	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_65	C5	4.69E-05	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_65	N3	4.69E-05	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_66	D4	4.69E-05	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Other
OTU_71	N3	4.69E-05	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Dothideomycetes			Other
OTU_71	C4	4.69E-05	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Dothideomycetes			Other
OTU_78	D1	4.69E-05	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Other
OTU_80	D3	4.69E-05	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae_sedis	Other
OTU_80	C3	4.69E-05	C3	Control	5.42	2.37	6	3.63	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae_sedis	Other
OTU_80	D2	4.69E-05	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae_sedis	Other
OTU_82	N5	4.69E-05	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Other
OTU_84	N7	4.69E-05	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_87	N4	4.69E-05	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_87	C4	4.69E-05	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_1	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_1	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Other
OTU_103	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_103	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Other
OTU_105	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_105	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Other
OTU_107	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_107	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Other
OTU_108	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_108	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Other
OTU_110	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_110	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_113	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_113	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Other
OTU_115	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Other
OTU_115	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Other
OTU_115	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Other
OTU_115	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Other
OTU_115	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Other
OTU_115	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Other
OTU_115	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Other
OTU_115	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Other
