OTU	Sample	Abundance	Plant.Name	Treatment	Shoot_mass_g	Pod_mass_g	N_pods	Root_mass_g	Kingdom	Phylum	Class	Order	Family	Genus
OTU_176	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes	Sordariales		Other
OTU_176	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes	Sordariales		Other
OTU_176	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes	Sordariales		Other
OTU_176	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Sordariomycetes	Sordariales		Other
OTU_176	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes	Sordariales		Other
OTU_176	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Sordariomycetes	Sordariales		Other
OTU_18	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_18	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Other
OTU_183	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_183	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Other
OTU_188	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_188	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Other
OTU_189	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_189	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_193	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_193	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Other
OTU_196	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_196	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Other
OTU_199	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_199	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_20	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Other
OTU_20	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Other
OTU_20	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Other
OTU_20	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Other
OTU_200	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_200	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Other
OTU_208	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_208	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_213	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
OTU_213	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Other
