"","OTU","Sample","Abundance","Plant.Name","Treatment","Shoot_mass_g","Pod_mass_g","N_pods","Root_mass_g","pH","P","K","Ca","Mg","OM","NO3","NH4","Richness","Shannon","Pielou","Kingdom","Phylum","Class","Order","Family","Genus"
"1607","OTU_271","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1608","OTU_271","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1609","OTU_271","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1610","OTU_271","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora"
"1611","OTU_276","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1612","OTU_276","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1613","OTU_276","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1614","OTU_276","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1615","OTU_276","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1616","OTU_276","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1617","OTU_276","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1618","OTU_276","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1619","OTU_276","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1620","OTU_276","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1621","OTU_276","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1622","OTU_276","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1623","OTU_276","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1624","OTU_276","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1625","OTU_276","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1626","OTU_276","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1627","OTU_276","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1628","OTU_276","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1629","OTU_276","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1630","OTU_276","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1631","OTU_276","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Glomeromycota","Paraglomeromycetes","","",""
"1632","OTU_282","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1633","OTU_282","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1634","OTU_282","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1635","OTU_282","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1636","OTU_282","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1637","OTU_282","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1638","OTU_282","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1639","OTU_282","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1640","OTU_282","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1641","OTU_282","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1642","OTU_282","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1643","OTU_282","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1644","OTU_282","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1645","OTU_282","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1646","OTU_282","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1647","OTU_282","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1648","OTU_282","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1649","OTU_282","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1650","OTU_282","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1651","OTU_282","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"1652","OTU_291","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Sordariomycetes","","",""
"1653","OTU_291","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Sordariomycetes","","",""
"1654","OTU_291","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Sordariomycetes","","",""
"1655","OTU_291","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Sordariomycetes","","",""
"1656","OTU_291","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Sordariomycetes","","",""
"1657","OTU_291","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Sordariomycetes","","",""
"1658","OTU_291","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Sordariomycetes","","",""
"1659","OTU_291","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Sordariomycetes","","",""
"1660","OTU_291","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Sordariomycetes","","",""
"1661","OTU_291","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Sordariomycetes","","",""
"1662","OTU_291","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Sordariomycetes","","",""
"1663","OTU_291","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Sordariomycetes","","",""
"1664","OTU_291","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Sordariomycetes","","",""
"1665","OTU_291","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Ascomycota","Sordariomycetes","","",""
"1666","OTU_291","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Ascomycota","Sordariomycetes","","",""
"1667","OTU_291","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Sordariomycetes","","",""
"1668","OTU_291","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Sordariomycetes","","",""
"1669","OTU_291","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Sordariomycetes","","",""
"1670","OTU_291","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Ascomycota","Sordariomycetes","","",""
"1671","OTU_291","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Sordariomycetes","","",""
"1672","OTU_291","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Sordariomycetes","","",""
"1673","OTU_292","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1674","OTU_292","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1675","OTU_292","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1676","OTU_292","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1677","OTU_292","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1678","OTU_292","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1679","OTU_292","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1680","OTU_292","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1681","OTU_292","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1682","OTU_292","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1683","OTU_292","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1684","OTU_292","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1685","OTU_292","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1686","OTU_292","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1687","OTU_292","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1688","OTU_292","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1689","OTU_292","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1690","OTU_292","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1691","OTU_292","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,54,2.28532029071457,0.57290785423996,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1692","OTU_292","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1693","OTU_292","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae",""
"1694","OTU_295","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1695","OTU_295","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1696","OTU_295","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,58,2.34961412815669,0.57865955070762,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1697","OTU_295","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1698","OTU_295","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1699","OTU_295","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1700","OTU_295","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1701","OTU_295","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1702","OTU_295","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1703","OTU_295","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1704","OTU_295","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1705","OTU_295","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1706","OTU_295","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1707","OTU_295","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1708","OTU_295","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1709","OTU_295","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1710","OTU_295","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1711","OTU_295","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1712","OTU_295","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"1713","OTU_295","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
